prwp_id,date,author,title,year,ssrn_downloads,ssrn_id,okr_downloads,okr_abstract_views,okr_handle,dandr_downloads,total_downloads
7661,2016-05-01,Josh Ederington; Michele Ruta,Non-Tariff Measures and the World Trading System,2016,124,2781018,984,1021,10986/24499,5919,7027
7662,2016-05-01,Octavio Aburto-Oropeza; Heather M. Leslie; Austen Mack-Crane; Sriniketh Nagavarapu; Sheila M.W. Reddy; Leila Sievanen,Property Rights for Fishing Cooperatives: How (and How Well) Do They Work?,2016,30,2781019,285,513,10986/24500,801,1116
7663,2016-05-01,Stephane Hallegatte; Mook Bangalore; Adrien Vogt-Schilb,Assessing Socioeconomic Resilience to Floods in 90 Countries,2016,262,2781020,886,1394,10986/24503,3029,4177
7664,2016-05-01,Tulio A. Cravo ; Caio Piza;,The Impact of Business Support Services for Small and Medium Enterprises on Firm Performance in Low- and Middle-Income Countries: A Meta-Analysis,2016,196,2781021,620,1389,10986/24501,1313,2129
7665,2016-05-01,Klaus Deininger; Hari K Nagarajan; Sudhir K Singh;,Short-Term Effects of India’s Employment Guarantee Program on Labor Markets and Agricultural Productivity,2016,62,2781022,399,552,10986/24502,2267,2728
7666,2016-05-01,Csilla Lakatos; Maryla Maliszewska; Israel Osorio-Rodarte; Delfin Go,China’s Slowdown and Rebalancing: Potential Growth and Poverty Impacts on Sub-Saharan Africa,2016,93,2779362,1279,1744,10986/24506,3661,5033
7667,2016-05-01,Paulo Bastos; Daniel A. Dias; Olga A. Timoshenko,"Learning, Prices, and Firm Dynamics",2016,32,2779363,153,371,10986/24504,673,858
7668,2016-05-01,David McKenzie,Can Business Owners Form Accurate Counterfactuals? Eliciting Treatment and Control Beliefs about Their Outcomes in the Alternative Treatment Status,2016,23,2779364,213,453,10986/24505,632,868
7669,2016-05-01,Uwe Deichmann; Aparajita Goyal; Deepak Mishra;,Will Digital Technologies Transform Agriculture in Developing Countries?,2016,182,2779365,1610,1562,10986/24507,13125,14917
7670,2016-05-01,Safaa El-Kogali; Caroline Krafft; Touhami Abdelkhalek; Mohamed Benkassmi; Monica Chavez; Lucy Bassett; Fouzia Ejjanoui,Inequality of Opportunity in Early Childhood Development in Morocco over Time,2016,59,2779366,812,790,10986/24509,1071,1942
7671,2016-05-01,Safaa El-Kogali; Caroline Krafft; Touhami Abdelkhalek; Mohamed Benkassmi; Monica Chavez; Lucy Bassett; Fouzia Ejjanoui,The Impact of a Community Development and Poverty Reduction Program on Early Childhood Development in Morocco,2016,31,2779368,710,5079,10986/24508,1217,1958
7672,2016-05-01,Hong Tan; Sajitha Bashir; Nobuyuki Tanaka,"Skill Use, Skill Deficits, and Firm Performance in Formal Sector Enterprises: Evidence from the Tanzania Enterprise Skills Survey, 2015",2016,85,2779369,416,979,10986/24510,3244,3745
7673,2016-05-01,Cristina Constantinescu; Aaditya Mattoo; Michele Ruta;,Does the Global Trade Slowdown Matter?,2016,80,2779830,611,1077,10986/24512,2486,3177
7674,2016-05-01,Darwin Marcelo; Cledan Mandri-Perrott; Schuyler House; Jordan Schwartz;,Prioritizing Infrastructure Investment:  A Framework for Government Decision Making,2016,116,2779831,3504,5416,10986/24511,4352,7972
7675,2016-05-01,Joana Silva; Matteo Morgandi; Victoria Levin,Trust in Government and Support for Redistribution,2016,58,2780719,384,670,10986/24514,951,1393
7676,2016-05-01,Paulo Bastos; Joana Silva;  Rafael Proença;,Exports and Job Training,2016,29,2780720,132,369,10986/24513,686,847
7677,2016-05-01,Petra Tschakert;,The Role of Inequality in Climate-Poverty Debates,2016,121,2781298,569,539,10986/24515,1820,2510
7678,2016-05-01,Marco Albertini;,Ageing and Family Solidarity in Europe: Patterns and Driving Factors of Intergenerational Support,2016,244,2781299,375,730,10986/24516,1614,2233
7679,2016-05-01,Ahmed Rostom,Money Demand in the Arab Republic of Egypt –  A Vector Equilibrium Correction Model,2016,33,2811306,360,590,10986/24517,1814,2207
7680,2016-05-01,Xiangping Jia; Robert Cull; Pei Guo; Tao Ma,Commercialization and Mission Drift:  Evidence from a Large Chinese Microfinance Institution,2016,29,2811307,342,560,10986/24519,2115,2486
7681,2016-05-01,Raju Jan Singh; Cristina Bodea; Masaaki Higashijima;,"Guns, Books, or Doctors? Conflict and Public Spending in Haiti: Lessons from Cross-Country Evidence",2016,33,2811308,305,505,10986/24518,2160,2498
7682,2016-05-01,Andrea Coppola; Andresa Lagerborg; Zafer Mustafaoglu,Estimating an Equilibrium Exchange Rate for the Argentine Peso,2016,53,2811329,269,556,10986/24523,1975,2297
7683,2016-05-01,Patrick Kabanda;,Creative Natives in the Digital Age: How Digital Technology Has Revolutionized Creative Work,2016,51,2811330,544,942,10986/24522,1911,2506
7684,2016-05-01,Patrick Kabanda;,Creative Trade for Human Development,2016,28,2811331,313,686,10986/24521,1341,1682
7685,2016-05-01,Forhad Shilpi; Shahe Emran;,Agricultural Productivity and Non-Farm Employment: Evidence from Bangladesh,2016,39,2811332,449,1018,10986/24520,2283,2771
7686,2016-05-01,Irene Brambilla; Daniel Lederman; Guido Porto,"Exporters, Engineers, and Blue-Collar Workers",2016,16,2811333,142,438,10986/24527,490,648
7687,2016-05-01,Giovanni Caggiano; Pietro Calice,"Bank Competition, Financial Dependence, and Economic Growth in the Gulf Cooperation Council",2016,43,2811334,295,553,10986/24526,1721,2059
7688,2016-05-01,Miguel Leaño  ; Alvaro Pedraza;,"Informed Trading in Business Groups, Ownership Concentration, and Market Liquidity",2016,45,2811335,180,420,10986/24525,632,857
7689,2016-05-01,Ariel BenYishay; Maria Jones; Florence Kondylis; Ahmed Mushfiq ;,Are Gender Differences in Performance Innate or Socially Mediated?,2016,75,2811336,479,1486,10986/24524,1986,2540
7690,2016-06-01,Stewart Kettle; Marco Hernandez; Simon Ruda; Michael Sanders,Behavioral Interventions in Tax Compliance: Evidence from Guatemala,2016,120,2811337,1027,1554,10986/24530,7188,8335
7691,2016-06-01,Youssouf Kiendrebeogo; Elena Ianchovichina,Who Supports Violent Extremism in Developing Countries? Analysis of Attitudes Based on Value Surveys,2016,71,2811338,524,801,10986/24529,3677,4272
7692,2016-06-01,Oscar A. Ishizawa; Juan Jose Miranda;,Weathering Storms: Understanding the Impact of Natural Disasters on the Poor in Central America,2016,50,2811339,316,1004,10986/24528,1713,2079
7693,2016-06-01,Asli Demirgüç-Kunt; Leora Klapper; Georgios A. Panos,Saving for Old Age,2016,105,2811340,666,1453,10986/24532,2512,3283
7694,2016-06-01,Xavier Gine; Hanan G. Jacoby,"Markets, Contracts, and Uncertainty in a Groundwater Economy",2016,75,2811341,364,1331,10986/24534,953,1392
7695,2016-06-01,Paul Levine; Giovanni Melina; Harun Onder;,"Non-Renewable Resources, Fiscal Rules, and Human Capital",2016,33,2811342,236,528,10986/24533,825,1094
7696,2016-06-01,Xavier Cirera; Silvia Muzi,Measuring Firm-Level Innovation Using Short Questionnaires: Evidence from an Experiment,2016,78,2811343,400,1233,10986/24531,1224,1702
7697,2016-06-01,Sunil Malla ; Govinda R. Timilsina,Long-Term Energy Demand Forecasting in Romania: An End-Use Demand Modeling Approach,2016,51,2811344,233,556,10986/24535,2195,2479
7698,2016-06-01,Govinda Timilsina ; Erika Jorgensen,Development of Low-Carbon Energy Supply System in Romania,2016,25,2811345,207,430,10986/24536,1696,1928
7699,2016-06-01,Niklas Buehren; Markus Goldstein; Kenneth Leonard; Joao Montalvao; Kathryn Vasilaky,"Women’s Empowerment, Sibling Rivalry, and Competitiveness:  Evidence from a Lab Experiment and a Randomized Control Trial in Uganda",2016,54,2811346,289,807,10986/24537,1167,1510
7700,2016-06-01,Chadi Bou-Habib; Ephraim Kebede;,Democratic Republic of Congo: Product and Market Concentration and the Vulnerability to Exogenous Shocks,2016,36,2811347,243,733,10986/24539,1896,2175
7701,2016-06-01,Kaushik Basu; Tapan Mitra;,Nash on a Rotary: Two Theorems with Implications for Electoral Politics∗,2016,27,2811348,141,388,10986/24538,1259,1427
7702,2016-06-01,Oleksii Balabushko;,State Secretaries Reform in Ukraine: Attempt to Delineate Responsibilities between Ministers and Senior Civil Servants,2016,65,2811349,184,399,10986/24618,NA,249
7703,2016-06-01,Govinda Timilsina; Anna Sikharulidze; Eduard Karapoghosyan and Suren Shatvoryan,How Do We Prioritize the GHG Mitigation Options? Development of a Marginal Abatement Cost Curve for the Building Sector in Armenia and Georgia,2016,46,2811351,394,636,10986/24619,2673,3113
7704,2016-06-01,Franziska Ohnsorge ; Shu Yu,Recent Credit Surge in Historical Context,2016,53,2811352,410,530,10986/24620,NA,463
7705,2016-06-01,Daniel Ayalew Ali; Klaus Deininger; Marguerite Duponche,Using Administrative Data to Assess the Impact and Sustainability of Rwanda’s Land Tenure Regularization,2016,39,2811353,363,516,10986/24621,NA,402
7706,2016-06-01,Adán L. Martínez-Cruz; Carlos Rodríguez-Castelán,Crime and Persistent Punishment: A Long-Run Perspective on the Links between Violence and Chronic Poverty in Mexico,2016,67,2811354,355,658,10986/24622,NA,422
7707,2016-06-01,Kirk Hamilton; John Helliwell; ; Michael Woolcock,"Social Capital, Trust, and Well-being in the Evaluation of Wealth",2016,76,2811355,448,759,10986/24624,3117,3641
7708,2016-06-01,Ana M. Fernandes; Russell Hillberry ; Claudia Berg,Expediting Trade: Impact Evaluation of an In-House Clearance Program,2016,22,2811356,236,585,10986/24625,1470,1728
7709,2016-06-01,Francis Obare; Peter Okwero; Leslie Villegas ; Samuel Mills; Ben Bellows,Increased Coverage of Maternal Health Services among the Poor in Western Uganda in an Output-Based Aid Voucher Scheme,2016,47,2811357,303,598,10986/24626,941,1291
7710,2016-06-01,Donald F. Larson; Rie Muraoka; Keijiro Otsuka,On the Central Role of Small Farms in African Rural Development Strategies,2016,115,2811358,624,619,10986/24627,2502,3241
7711,2016-06-01,Luis-Diego Barrot; César Calderón; Luis Servén;,"Openness, Specialization,  and the External Vulnerability of Developing Countries",2016,56,2811359,257,460,10986/24628,1049,1362
7712,2016-06-01,René Cabral; Francisco G. Carneiro; André Varella Mollick,Inflation Targeting and Exchange Rate Volatility in Emerging Markets,2016,230,2811360,886,1151,10986/24629,2795,3911
7713,2016-06-01,Maitreyi Bordia Das;,Social Inclusion in Macro-Level Diagnostics: Reflecting on the World Bank Group’s Early Systematic Country Diagnostics,2016,39,2811361,793,2033,10986/24630,2077,2909
7714,2016-06-01,Alain de Janvry; Alejandro del Valle; Elisabeth Sadoulet,Insuring Growth: The Impact of Disaster Funds on Economic Reconstruction in Mexico,2016,38,2811362,449,856,10986/24631,897,1384
7715,2016-06-01,Alain de Janvry; Elizabeth Ramirez Ritchie; Elisabeth Sadoulet,Weather Index Insurance and Shock Coping: Evidence from Mexico's CADENA Program,2016,75,2811363,556,1191,10986/24632,824,1455
7716,2016-06-01,Mareile Drechsler; Wolter Soer,"Early Warning, Early Action: The Use of Predictive Tools in Drought Response through Ethiopia’s Productive Safety Net Programme",2016,69,2811365,1027,1560,10986/24633,3577,4673
7717,2016-06-01,Catherine Porter; Emily White,Potential for Application of a Probabilistic Catastrophe Risk Modelling Framework to Poverty Outcomes:General Form Vulnerability Functions Relating Household Poverty Outcomes to Hazard Intensity in Ethiopia,2016,31,2811366,502,733,10986/24634,769,1302
7718,2016-06-01,David Bevan ; Christopher Adam,Financing the Reconstruction of Public Capital after a Natural Disaster,2016,35,2811367,440,657,10986/24635,797,1272
7719,2016-06-01,Daniel Clarke; Sarah Coll-Black; Naomi Cooney; Anna Edwards,A Methodology to Assess Indicative Costs of Risk Financing Strategies for Scaling Up Ethiopia’s Productive Safety Net Programme,2016,26,2811368,397,741,10986/24636,1784,2207
7720,2016-06-01,Daniel J. Clarke; Liam Wren-Lewis;,Solving Commitment Problems in Disaster Risk Finance,2016,51,2811369,396,670,10986/24638,684,1131
7721,2016-06-01,Daniel Clarke ; Olivier Mahul; Richard Poulter; Tse Ling Teh,Evaluating Sovereign Disaster Risk Finance Strategies: A Framework,2016,96,2811370,849,1199,10986/24637,1430,2375
7722,2016-06-01,Martin Čihák; Davide S. Mare; Martin Melecky,The Nexus of Financial Inclusion and Financial Stability: A Study of Trade-Offs and Synergies,2016,265,2811371,1293,1909,10986/24639,3254,4812
7723,2016-06-01,Roumeen Islam,"Financial Systems, Growth, and Volatility: Searching for the Perfect Fit",2016,67,2811372,307,481,10986/24640,584,958
7724,2016-06-01,Raju Huidrom; M. Ayhan Kose; Jamus J. Lim; Franziska L. Ohnsorge,Do Fiscal Multipliers Depend on Fiscal Positions?,2016,74,2811373,496,643,10986/24641,1821,2391
7725,2016-06-01,Raju Huidrom; M. Ayhan Kose; Franziska L. Ohnsorge,Challenges of Fiscal Policy in Emerging and Developing Economies,2016,48,2811374,1386,3747,10986/24642,NA,1434
7726,2016-06-01,Estelle Raimondo;,What Difference Does Good Monitoring & Evaluation Make to World Bank Project Performance?,2016,NA,NA,1576,1933,10986/24644,NA,1576
7727,2016-06-01,Roy van der Weide; Christoph Lakner ; Elena Ianchovichina;,Is Inequality Underestimated in Egypt? Evidence from House Prices,2016,39,2811375,480,5092,10986/24645,6435,6954
7728,2016-06-01,Roberto Roson; Martina Sartori;,Estimation of Climate Change Damage Functions for 140 Regions in the GTAP9 Database,2016,140,2811376,963,1244,10986/24643,1386,2489
7729,2016-06-01,Claudia N. Berg; Brian Blankespoor; Harris Selod,Roads and Rural Development in Sub-Saharan Africa,2016,46,2811377,528,980,10986/24646,2212,2786
7730,2016-06-01,Richard Akresh; Damien de Walque; Harounan Kazianga,Evidence from a Randomized Evaluation of the Household Welfare Impacts of Conditional and Unconditional Cash Transfers Given to Mothers or Fathers,2016,198,2811378,1067,1342,10986/24647,2704,3969
7731,2016-06-01,Vera Eichenauer ; Stephen Knack,Poverty and Policy Selectivity of World Bank Trust Funds,2016,63,2811379,321,525,10986/24648,949,1333
7732,2016-06-01,Olivia D'Aoust; Olivier Sterck; Philip Verwimp,Who Benefited from Burundi's Demobilization Program?,2016,14,2811380,219,495,10986/24649,468,701
7733,2016-06-01,Nicola Limodio ; Francesco Strobbe,Financial Regulation and Government Revenue: The Effects of a Policy Change in Ethiopia,2016,52,2811381,477,1180,10986/24650,3465,3994
7734,2016-06-01,Nicola Limodioy ; Francesco Strobbe,The Development Impact of Financial Regulation: Evidence from Ethiopia and Antebellum USA,2016,31,2811382,371,675,10986/24651,1790,2192
7735,2016-06-01,Jing Cao; Mun Ho; Govinda R. Timilsina,Impacts of Carbon Pricing in Reducing the Carbon Intensity of China’s GDP,2016,47,2811383,571,784,10986/24652,3877,4495
7736,2016-06-01,Susmita Dasgupta; Istiak Sobhan; David Wheeler;,Impact of Climate Change and Aquatic Salinization on Mangrove Species and Poor Communities in the Bangladesh Sundarbans,2016,67,2811384,333,676,10986/24653,2064,2464
7737,2016-06-01,Rishabh Sinha,Sectoral Productivity Gaps and Aggregate Productivity,2016,101,2811385,314,643,10986/24654,NA,415
7738,2016-06-01,Eylem Ersal-Kizilera; Ha Nguyenb,Euro Currency Risk and the Geography of Debt Flows to Peripheral European Monetary Union Members,2016,31,2811386,242,644,10986/24655,909,1182
7739,2016-06-01,Harun Onder; Pierre Pestiea,Inherited Wealth and Demographic Aging,2016,30,2811387,230,497,10986/24656,NA,260
7740,2016-06-01,Richard Chisik; Harun Onder; Dhimitri Qirjo,"Aging, Trade, and Migration",2016,40,2811388,266,724,10986/24657,NA,306
7741,2016-06-01,Ejaz Ghani; Arti Grover Goswami ; William R. Kerr,Spatial Development and Agglomeration Economies in Services—Lessons from India,2016,72,2811389,437,881,10986/24658,NA,509
7742,2016-07-01,Ian Sue Wing; Govinda Timilsina;,Technology Strategies for Low-Carbon Economic Growth: A General Equilibrium Assessment,2016,38,2811390,197,516,10986/24823,2516,2751
7743,2016-07-01,Maria Enache; Ejaz Ghani; Stephen O’Connell;,Structural Transformation in Africa: A Historical View,2016,90,2811391,1906,2672,10986/24824,1289,3285
7744,2016-07-01,Karlijn Morsink; Daniel Jonathan Clarke; Shadreck Mapfumo,How to Measure Whether Index Insurance Provides Reliable Protection,2016,99,2811392,435,762,10986/24825,2232,2766
7745,2016-07-01,M. Shahe Emran1; Dilip Mookherjee; Forhad Shilpi; M. Helal Uddin,Do Consumers Bene.t from Supply Chain Intermediaries? Evidence from a Policy Experiment in the Edible Oils Market in Bangladesh,2016,40,2811393,247,720,10986/24826,632,919
7746,2016-07-01,Alex Eble; Peter Boone; Diana Elbourne,On Minimizing the Risk of Bias in Randomized Controlled Trials in Economics,2016,75,2811394,386,473,10986/24828,580,1041
7747,2016-07-01,Pieter Serneels; Kathleen Beegle; Andrew Dillon,Do Returns to Education Depend on How and Who You Ask?,2016,37,2811395,184,396,10986/24827,590,811
7748,2016-07-01,Michael J. Ferrantino; Ian Gillson; Gabriela Schmidt,"Russian Federation, the World Trade Organization, and the Eurasian Customs Union: Tariff and Non-tariff Policy Challenges",2016,50,2811733,252,561,10986/24829,4025,4327
7749,2016-07-01,Julia Lendorfer; Johannes Hoogeveen;,Does the 2015 Peace Accord in Mali Reflect the Priorities of Households and Local Leaders?,2016,38,2811734,172,316,10986/24830,1334,1544
7750,2016-07-01,Xavier Giné; Rafael Keenan Mazer;,Financial (Dis-)Information: Evidence from a Multi-Country Audit Study ,2016,30,2811735,196,413,10986/24831,1127,1353
7751,2016-07-01,Darwin Marcelo ; Schuyler House,Effects of Multilateral Support on Infrastructure PPP Contract Cancellation,2016,38,2811966,274,483,10986/24832,779,1091
7752,2016-07-01,Vasco Molini; Dan Pavelesku; Marco Ranzani,Should I Stay or Should I Go?  Internal Migration  and Household Welfare in Ghana,2016,55,2812300,279,529,10986/24833,1932,2266
7753,2016-07-01,Pietro Calice,Assessing Implementation of the Principles for Public Credit Guarantees for SMEs: A Global Survey,2016,61,2812301,526,706,10986/24834,1347,1934
7754,2016-07-01,Paolo Verme;,Subsidy Reforms in the Middle East and North Africa Region: A Review,2016,40,2812302,259,430,10986/24835,2671,2970
7755,2016-07-01,Abdelkrim Araar ; Paolo Verme;,A Comparative Analysis of Subsidy Reforms in the Middle East and North Africa Region,2016,40,2812303,544,547,10986/24836,1995,2579
7756,2016-07-01,Juan Jose Cortina Lorente Soha Ismail ; Sergio L. Schmukler,Firm Financing and Growth in the Arab Region,2016,54,2812304,261,400,10986/24837,1396,1711
7757,2016-07-01,Quy-Toan Do ; Lin Ma ; Claudia Ruiz,Public versus Private Protection against Crime: The Case of Somali Piracy,2016,51,2812305,235,691,10986/24838,1233,1519
7758,2016-07-01,Fabio Clementi; Vasco Molini; Francesco Schettino,All That Glitters Is Not Gold: Polarization Amid Poverty Reduction in Ghana,2016,38,2812385,241,472,10986/24839,885,1164
7759,2016-07-01,Calogero Carletto; Sydney Gourlay; Siobhan Murray; Alberto Zezza,"Cheaper, Faster, and More Than Good Enough: Is GPS the New Gold Standard in Land Area Measurement?",2016,58,2813013,354,1030,10986/24840,1707,2119
7760,2016-07-01,Frederik Booysen ; Damien de Walque ; Mead Over ; Satoko Hashimoto); Chantell de Reuck,A Randomized Control Trial of a Peer Adherence and Nutritional Support Program for Public Sector Antiretroviral Patients,2016,22,2813014,182,367,10986/24841,541,745
7761,2016-07-01,Shantayanan Devarajan ; Stuti Khemani,"If Politics Is the Problem, How Can External Actors Be Part of the Solution?",2016,88,2814395,879,782,10986/24842,3077,4044
7762,2016-07-01,Richard Sedlmayr,"If It Pays, It Stays: Can Agribusiness Internalize the Benefits of Malaria Control?",2016,19,2814396,221,425,10986/24843,302,542
7763,2016-07-01,Ulf Narloch; Mook Bangalore,Environmental Risks and Poverty:Analyzing Geo-Spatial and Household Data from Vietnam,2016,50,2814397,323,500,10986/24844,756,1129
7764,2016-07-01,Ulf Narloch,The Varying Income Effects of Weather Variation: Initial Insights from Rural Vietnam,2016,29,2814398,190,472,10986/24845,736,955
7765,2016-07-01,Mook Bangalore;  Andrew Smith; Ted Veldkamp,"Exposure to Floods, Climate Change, and Poverty in Vietnam",2016,133,2814399,849,1902,10986/24846,4946,5928
7766,2016-07-01,Julie Rozenberg; Stéphane Hallegatte;,Modeling the Impacts of Climate Change on Future Vietnamese Households: A Micro-Simulation Approach,2016,63,2814400,358,468,10986/24847,1980,2401
7767,2016-07-01,Luis Rubalcaba; David Gago; Maria Ariano; Arvind Tripathi;,Services and Innovation for the Competitiveness of the Ecuadorian Economy,2016,61,2814401,317,572,10986/24848,2135,2513
7768,2016-07-01,Maria Jones ; Florence Kondylis,Feedback Matters:Evidence from Agricultural Services,2016,29,2814784,216,482,10986/24849,1230,1475
7769,2016-07-01,Nancy McCarthy; Josh Brubaker; Alejandro de la Fuente,Vulnerability to Poverty in Rural Malawi,2016,52,2814785,407,624,10986/24850,1985,2444
7770,2016-07-01,Franziska L. Ohnsorge; Marc Stocker; Modeste Y. Some,Quantifying Uncertainties in Global Growth Forecasts,2016,50,2814786,180,363,10986/24851,1205,1435
7771,2016-07-01,Axel Dreher; Vera Z. Eichenauer; Kai Gehring,"Geopolitics, Aid, and Growth: The Impact of UN Security Council Membership on the Effectiveness of Aid",2016,86,2814787,308,803,10986/24852,935,1329
7772,2016-07-01,Tatiana Didier; Ruth Llovet Montanes; Sergio L. Schmukler,International Financial Integration of East Asia and Pacific,2016,61,2815242,364,578,10986/24853,1832,2257
7773,2016-07-01,Vellore Arthi ; Kathleen Beegle; Joachim De Weerdt; Amparo Palacios-López,Not Your Average Job: Measuring Farm Labor in Tanzania,2016,43,2815734,202,596,10986/24854,1125,1370
7774,2016-07-01,Stephen J. Anderson ; Rajesh Chandy ; Bilal Zia,Pathways to Profits: Identifying Separate Channels of Small Firm Growth through Business Training,2016,129,2841812,281,869,10986/24855,1187,1597
7775,2016-08-01,Xavier Cirera; Leonard Sabetti,The Effects of Innovation on Employment in Developing Countries: Evidence from Enterprise Surveys,2016,67,2895482,1483,3846,10986/24857,783,2333
7776,2016-08-01,Christoph Lakner,Global Inequality: The Implications of Thomas Piketty’s Capital in the 21st Century,2016,148,2836531,401,1074,10986/24858,12123,12672
7777,2016-08-01,Shushanik Hakobyan; Daniel Lederman;,"Factor Endowments, Technology, Capital Mobility and the Sources of Comparative Advantage in Manufacturing",2016,122,2895483,417,1503,10986/24856,1182,1721
7778,2016-08-01,Shaun Larcom Mare Sarr Tim Willems;,Dictators Walking the Mogadishu Line: How Men Become Monsters and Monsters Become Men,2016,32,2895484,158,497,10986/24859,1135,1325
7779,2016-08-01,Heinz P. Rudolph,Building Voluntary Pension Schemes in Emerging Economies,2016,73,2895485,452,871,10986/24860,1855,2380
7780,2016-08-01,Ha Nguyen; Temel Taskin; Ayberk Yilmaz,Resource Misallocation in Turkey,2016,79,2895486,301,609,10986/24861,NA,380
7781,2016-08-01,Federico Bennett; Daniel Lederman; Samuel Pienknagura; Diego Rojas,The Volatility of International Trade Flows in the 21st Century: Whose Fault Is It Anyway?,2016,39,2895487,416,1050,10986/24862,NA,455
7782,2016-08-01,Paolo Brunori; Flaviana Palmisano; Vito Peragine;,Inequality of Opportunity in Sub-Saharan Africa,2016,50,2895488,362,603,10986/24863,NA,412
7783,2016-08-01,Klaus Deininger; Songqing Jin; Yanyan Liu; Sudhir K Singh,Can Labor Market Imperfections Explain Changes in the Inverse Farm Size–Productivity Relationship? Longitudinal Evidence from Rural India,2016,22,2895509,248,379,10986/24864,818,1088
7784,2016-08-01,Heinz P. Rudolph ; Jorge Sabat,Building Long-Term Portfolio Benchmarks for Pension Funds in Emerging Economies,2016,97,2895510,640,1304,10986/24865,1376,2113
7785,2016-08-01,Alberto Osnago; Shawn W. Tan;,Disaggregating the Impact of the Internet on International Trade,2016,165,2836532,587,737,10986/24866,2088,2840
7786,2016-08-01,Robert Cull; Asli Demirgüç-Kunt; Jonathan Morduch,The Microfinance Business Model: Enduring Subsidy and Modest Profit,2016,136,2836533,1790,1666,10986/24867,5393,7319
7787,2016-08-01,Karolina Goraus ; Gabriela Inchauste,The Distributional Impact of Taxes and Transfers in Poland,2016,49,2836534,826,1016,10986/24868,2311,3186
7788,2016-08-01,Chris Trimble; Masami Kojima ; Ines Perez Arroyo; Farah Mohammadzadeh,Financial Viability of Electricity Sectors in Sub-Saharan Africa: Quasi-Fiscal Deficits and Hidden Costs,2016,98,2836535,3844,3823,10986/24869,9729,13671
7789,2016-08-01,Masami Kojima; Xin Zhou; Jace Jeesun Han; Joeri de Wit; Robert Bacon; Chris Trimble,Who Uses Electricity in Sub-Saharan Africa? Findings from Household Surveys,2016,51,2836536,1269,1793,10986/25029,4986,6306
7790,2016-08-01,Jenny X Liu; Yevgeniy Goryakin; Akiko Maeda; Tim Bruckner; Richard Scheffler,Global Health Workforce Labor Market Projections for 2030,2016,51,2836537,818,1893,10986/25035,11066,11935
7791,2016-08-01,Carlos Arteta; M. Ayhan Kose; Marc Stocker; Temel Taskin,Negative Interest Rate Policies::Sources and Implications,2016,191,2836538,1748,3247,10986/25036,6693,8632
7792,2016-08-01,Sanchari Roy ; Matthew Morton; Shrayana Bhattacharya,Hidden Human Capital: Psychological Empowerment and Adolescent Girls’ Aspirations in India,2016,39,2836539,254,688,10986/25037,1285,1578
7793,2016-08-01,Alexis Diamond; Michael Gill; ; Miguel Rebolledo Dellepiane; ; Emmanuel Skoufias; Katja Vinha; Yiqing Xu,Estimating Poverty Rates in Target Populations: An Assessment of the Simple Poverty Scorecard and Alternative Approaches,2016,70,2836540,354,551,10986/25038,1170,1594
7794,2016-08-01,Emmanuel Skoufias;,"Synergies in Child Nutrition: Interactions of Food Security, Health and Environment, and Child Care",2016,45,2836541,265,480,10986/25039,1880,2190
7795,2016-08-01,Carlos Rodríguez-Castelán; Luis F. López-Calva; Nora Lustig; Daniel Valderrama,Understanding the Dynamics of Labor Income Inequality in Latin America,2016,84,2836542,461,673,10986/25040,1093,1638
7796,2016-08-01,Caio Piza; André Portela Souza;,Short- and Long-Term Effects of a Child-Labor Ban,2016,43,2836544,494,3794,10986/25041,1524,2061
7797,2016-08-01,Kelly Hallman; Elizabeth Kelvin; Berk Özler; Juliette Seban; Erica Kuhlik; Cooper Alton; Joseph Kamara; Sarah Goodman,Combining Mentoring Programs with Cash Transfers for Adolescent Girls in Liberia: Baseline Report,2016,27,2836545,268,712,10986/25042,1336,1631
7798,2016-08-01,S. Amer Ahmed ; Marcio Cruz,Making the Most of Demographic Change in Southern Africa,2016,35,2836546,495,832,10986/25043,1696,2226
7799,2016-08-01,Quy-Toan Do; Shareen Joshi; Samuel Stolper,Can Environmental Policy Reduce Infant Mortality? Evidence from the Ganga Pollution Cases,2016,106,2836547,417,453,10986/25044,2566,3089
7800,2016-08-01,Marc Blanc; Talib Esmail; Caroline Mascarell; Rukshan Rodriguez;,Predicting Project Outcomes: A Simple Methodology for Predictions Based on Project Ratings,2016,93,2836548,325,612,10986/25045,875,1293
7801,2016-08-01,Deniz Alcan; Raif Can; Temel Taskin; William Wiseman,Impact of Social Assistance on Labor Market Mobility: The Case of Turkey,2016,38,2836550,219,450,10986/25046,1206,1463
7802,2016-08-01,Daniel C. Miller; Juan Carlos Muñoz-Mora; Luc Christiaensen,"Prevalence, Economic Contribution, and Determinants of Trees on Farms across Sub-Saharan Africa",2016,77,2836552,347,399,10986/25047,3977,4401
7803,2016-08-01,Sarah Iqbal; Asif Islam; Rita Ramalho; Alena Sakhonchik,Unequal before the Law: Measuring Legal Gender Disparities across the World,2016,99,2836553,255,459,10986/25048,1866,2220
7804,2016-08-01,Vilas Pathikonda ; Thomas Farole,The Capabilities Driving Participation in Global Value Chains,2016,56,2836554,687,788,10986/25049,2010,2753
7805,2016-08-01,Marcio Cruz; S. Amer Ahmed,"On the Impact of Demographic Change on Growth, Savings, and Poverty",2016,115,2836555,1422,3270,10986/25050,1880,3417
