upi,first_name,last_name,main,unit,scholar_id,title,author,journal,number,cites,year,cid,pubid
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Small-and medium-sized enterprise finance in Africa,"T Beck, R Cull",Global Economy and Development Program,16,96,2014,5059274521254207249,Aul-kAQHnToC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,SME finance in Africa,"T Beck, R Cull",Journal of African Economies,"23 (5), 583-613",94,2014,13424266155230415632,PR6Y55bgFSsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Foreign bank participation and crises in developing countries,"RJ Cull, MSM Peria",World Bank Publications,,94,2007,12908224391474637394,qxL8FJ1GzNcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Financial inclusion and stability: What does research show?,"R Cull, A Demirgüç-Kunt, T Lyman","Washington, DC: World Bank",,91,2012,3323326384395859768,CHSYGLWDkRkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Brazilian exports: climbing down a competitiveness cliff,"O Canuto, M Cavallari, JG Reis",World Bank Policy Research Working Paper,,86,2013,"16192072867776710486,13836778892602082527",uWiczbcajpAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,External finance and firm survival in the aftermath of the crisis: Evidence from Eastern Europe and Central Asia,"GRG Clarke, R Cull, G Kisunko",Journal of Comparative Economics,"40 (3), 372-392",86,2012,597835256970744871,RYcK_YlVTxYC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Microfinance and economic development,"R Cull, J Morduch",Handbook of finance and development,,82,2018,6068566910611611634,yMeIxYmEMEAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank ownership: Trends and implications,"R Cull, MMSM Peria, J Verrier",International Monetary Fund,,80,2017,1915097061758494781,DUooU5lO8OsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,La inclusión financiera y el desarrollo: Pruebas recientes de su impacto,"R Cull, T Ehrbeck, N Holle",Enfoques,"92, 1-11",69,2014,13718013077602985129,4fGpz3EwCPoC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banks and microbanks,"R Cull, A Demirgüç-Kunt, J Morduch",World Bank Policy Research Working Paper,,68,2009,9873813352708942186,MhiOAD_qIWkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Market facilitation by local government and firm efficiency: Evidence from China,"R Cull, LC Xu, X Yang, LA Zhou, T Zhu",Journal of Corporate Finance,"42, 460-480",66,2017,17889568544852713022,tkaPQYYpVKoC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking the world: empirical foundations of financial inclusion,"R Cull, A Demirguc-Kunt, J Morduch",MIT Press,,62,2021,6663885707758845170,u9iWguZQMMsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Pursuing efficiency while maintaining outreach: Bank privatization in Tanzania,"R Cull, CP Spreng",Journal of Development Economics,"94 (2), 254-261",60,2011,18344672010217618672,W7OEmFMy1HYC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking in Africa,"T Beck, R Cull, P Valenzuela",The Oxford Handbook of Banking,,59,2014,17819818365488531078,Ade32sEp0pkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The African financial development gap,"F Allen, E Carletti, R Cull, J Qian, L Senbet",,,54,2010,12664537308863642078,TQgYirikUcIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank privatization in Sub-Saharan Africa: The case of Uganda commercial bank,"GRG Clarke, R Cull, M Fuchs",World Development,"37 (9), 1506-1521",54,2009,13794241729861114418,-f6ydRqryjwC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Measuring household usage of financial services: Does it matter how or whom you ask?,"R Cull, K Scott",The World Bank Economic Review,"24 (2), 199-233",51,2010,5259374850615997141,TFP_iSt0sucC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"What makes banks special? A study of banking, finance, and economic development",B Bossone,"A Study of Banking, Finance, and Economic Development (November","30, 1999)",50,1999,656308421728928425,OTTXONDVkokC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The direct and indirect impact of bank privatization and foreign entry on access to credit in Argentina’s provinces,"GRG Clarke, JM Crivelli, R Cull",Journal of Banking & Finance,"29 (1), 5-29",49,2005,6942877981825971815,QIV2ME_5wuYC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Developing countries,H Wulf,The Structure of the Defense Industry,310-343,46,2021,5348917546505900381,86PQX7AUzd4C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Related lending and banking development,"R Cull, S Haber, M Imai",Journal of International Business Studies,"42 (3), 406-426",46,2011,6082318405501222850,blknAaTinKkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Deposit insurance and bank intermediation in the long run,"R Cull, M Sorge, LW Senbet",BIS Working Paper,,43,2004,7082474748042757117,dhFuZR0502QC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank privatization in Argentina: A model of political constraints and differential outcomes,"GRG Clarke, R Cull",Journal of Development Economics,"78 (1), 133-155",42,2005,16628236626450976763,qUcmZB5y_30C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Provincial Bank Privatization in Argentina: The Why, the How, and the So What?","GRG Clarke, RJ Cull",World Bank Publications,,40,1999,16334633434705210130,4DMP91E08xMC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The political economy of privatization: An empirical analysis of bank privatization in Argentina,"GRG Clarke, RJ Cull",World Bank Publications,,36,1998,"2207342505922172252,13299843627458764455",mVmsd5A6BfQC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Financial Structure and Economic Development: A Reassessment,"R Cull, A Demirgüç-Kunt, JY Lin",The World Bank Economic Review,"27 (3), 470-475",35,2013,8142894841021563038,738O_yMBCRsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Benchmarking the financial performance, growth, and outreach of greenfield MFIs in Africa","R Cull, S Harten, I Nishida, AB Rusu, G Bull",Emerging Markets Review,"25, 92-124",32,2015,9257070485807450199,tzM49s52ZIMC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,World Bank lending and financial sector development,"R Cull, L Effron",The World Bank Economic Review,"22 (2), 315-343",31,2008,6261441166090650167,R3hNpaxXUhUC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank regulation and supervision ten years after the global financial crisis,"D Anginer, AC Bertay, R Cull, A Demirguc-Kunt, DS Mare","World Bank, Washington, DC",,28,2019,5887673169223859923,lgwcVrK6X84C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,A new index of the business environment for microfinance,"R Cull, S Navajas, I Nishida, R Zeiler",World Development,"70, 357-388",27,2015,6942122644764496405,t6usbXjVLHcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Ownership structure and the temptation to loot: evidence from privatized firms in the Czech Republic,"R Cull, J Matesova, M Shirley","World Bank, Washington, DC",,26,2001,"17011369781296495980,4616012310394382637",4vMrXwiscB8C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Financial-sector reform: what works and what doesn't,R Cull,Economic Development and Cultural Change,"49 (2), 269-290",25,2001,18124183458152267656,ZeXyd9-uunAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Financial sector adjustment lending: a mid-course analysis,RJ Cull,World Bank Publications,,25,1997,18188292163875178451,7PzlFSSx8tAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Commercialization and mission drift: Evidence from a large Chinese microfinance institution,"X Jia, R Cull, P Guo, T Ma",China Economic Review,"40, 17-32",23,2016,949005759453234064,xtoqd-5pKcoC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The effect of regulation on MFI profitability and outreach,"R Cull, A Demirgüç-Kunt, J Morduch",World Development,"39 (6), 949-965",19,2011,756472116470380709,tH6gc1N1XXoC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Does Microfinance regulation curtail profitability and outreach?,"R Cull, A Demirgüç-Kunt, J Morduch",NYU Wagner Research Paper,,19,2008,7056375046818108989,isC4tDSrTZIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Informal institutional arrangements and economic growth in developing countries: the many faces of trade finance in China,"R Cull, LC Xu, T Zhu",World Bank working paper,,19,2006,12638526165165666308,YFjsv_pBGBYC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank privatization and regulation in Egypt,"G Caprio, R Cull",Egyptian Center for Economic Studies,,19,2000,11896974499431873705,hC7cP41nSMkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,How costly are labor gender gaps? Estimates for the Balkans and Turkey,"D Cuberes, M Teignier",Estimates for the Balkans and Turkey (June,"22, 2015). World Bank Policy …",17,2015,15558012034171301257,BUYA1_V_uYcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking Sector Stability,"T Beck, R Cull, M Fuchs, J Getenga, P Gatere, J Randa, M Trandafir","Efficiency, and Outreach in Kenya",,17,2010,15910676674453360930,VaXvl8Fpj5cC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Crises as catalysts for foreign bank activity in emerging markets,"R Cull, MSM Peria",Power and Politics After Financial Crises,52-81,16,2008,18261685436461647201,BwyfMAYsbu0C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Contract design and microfinance performance: a global analysis,"R Cull, A Demirgüç-Kunt, J Morduch","World Bank, Washington, DC, and Economic Journal forthcoming",,15,2005,3857840285714436114,M7yex6snE4oC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Job Growth and Finance: Are Some Financial Institutions Better Suited to the Early Stages of Development than Others?,"R Cull, LC Xu",the world bank economic review,"27 (3), 542-572",14,2013,15588694104845022472,u-x6o8ySG0sC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Foreign bank participation in developing countries,"R Cull, MSM Peria",What do we know about the drivers and consequences of this phenomenon,,14,2010,262400502995478847,LPtt_HFRSbwC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"All bad, all of the time? Related lending and financial development","R Cull, S Haber, M Imai",Stanford Center for International Development wp,273,14,2006,3817316985597269696,RHpTSmoSYBkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Agent banking in a highly under-developed financial sector: Evidence from Democratic Republic of Congo,"R Cull, X Gine, S Harten, S Heitmann, AB Rusu",World Development,"107, 54-74",13,2018,1412222894175002215,umqufdRvDiIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking with agents: experimental evidence from Senegal,"S Buri, R Cull, X Giné, S Harten, S Heitmann",World Bank Policy Research Working Paper,,10,2018,14803816365195295623,mNrWkgRL2YcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank privatization and performance,"T Beck, R Cull, A Jerome","World bank, Development research group, Finance team",,10,2005,8393921241878007186,F1b5ZUV5XREC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Toward Successful Development Policies: Insights from Research in Development Economics,"E Artuc, R Cull, S Dasgupta, R Fattal, D Filmer, X Giné, HG Jacoby, ...",,,8,2020,18055979548808034366,jgBuDB5drN8C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Technological learning, energy efficiency, and CO2 emissions in China's energy intensive industries","MT Rock, M Toman, Y Cui, K Jiang, Y Song, Y Wang",World Bank Policy Research Working Paper,,8,2013,17120214963144772494,tuHXwOkdijsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Firm growth and finance: Are some financial institutions better suited to early stages of development than others?,"R Cull, LC Xu","Washington, DC: World Bank",,8,2011,12368136678240838668,sJsF-0ZLhtgC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,World development report 2002: building institutions for markets,"R Islam, A Banerji, R Cull, A Demirguc-Kunt, S Djankov, A Dyck, A Kraay, ...",The World Bank,,8,2001,16811839806271559342,FiytvqdAVhgC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking in Africa,"R Cull, T Beck",Policy Research Working Paper,6684,7,2013,12158800387120965294,SjuI4pbJlxcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Job growth and finance: are some financial institutions better suited to early stages of development than others?,"R Cull, LC Xu",World Bank Policy Research Working Paper,,7,2011,4693054869665704740,kw52XkFRtyQC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Formal Finance and Trade Credit During China's Transition,"T Zhu, LC Xu, R Cull",The World Bank,,7,2007,8331733862126796711,4TOpqqG69KYC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Related lending and financial development,"R Cull, S Haber, M Imai",Stanford Center for International Development Working Paper,,7,2007,14902604566034070020,r0BpntZqJG4C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Structural reform in Latin American Banking Since 1990: How Deep? How Effective?,"G Clarke, R Cull, MSM Pería",SCID Conference on Financial Sector Reforms in Latin America Stanford …,,7,2004,15838799283224694325,bEWYMUwI8FkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Dual credit markets and household usage to finance: Evidence from a representative Chinese household survey,"R Cull, L Gan, N Gao, LC Xu",Oxford Bulletin of Economics and Statistics,"81 (6), 1280-1317",6,2019,2196994831718235734,otzGkya1bYkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Improving Access to Banking: Evidence from Kenya,"E Carletti, LW Senbet, R Cull, F Allen, QJ Qian, P Valenzuela",,,6,2018,9137949400881211560,fbc8zXXH2BUC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Social capital, finance, and consumption: evidence from a representative sample of Chinese households","R Cull, L Gan, N Gao, LC Xu",World Bank Policy Research Working Paper,,6,2016,8330444139066875012,YohjEiUPhakC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Why Privatize? The Case of Argentina's Public Provincial Banks,"R Cull, G Clarke",The World Bank,,6,1999,11247570454144856989,kh2fBNsKQNwC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Les systèmes bancaires en Afrique subsaharienne: un état des lieux,"T Beck, R Cull",Revue d'économie financière,43-56,5,2014,7850492673316069432,UHK10RUVsp4C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Banking sector stability, efficiency, and outreach in Kenya","J Getenga, M Trandafir, T Beck, M Fuchs, J Randa, R Cull, P Gatere",,,5,2010,17679178609530707902,jU7OWUQzBzMC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,AccessFinance,"T Beck, A Demirguc-Kunt",A Newsletter Published by the Financial and Private Sector Development Vice …,,5,2007,1882081077636445989,fEOibwPWpKIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank ownership and economic development,"R Cull, MSM Peria, J Verrier",Handbook of finance and development,,4,2018,9031130253153505081,_OXeSy2IsFwC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The microfinance business model: Modest profit and enduring subsidy,"J Morduch, R Cull, A Demirgüç-Kunt",World Bank Economic Review,,4,2017,8718866981753415684,DJbcl8HfkQkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"No Finance, No Growth? The African Experience","F Allen, E Carletti, R Cull, J Qian, L Senbet","working paper, Wharton School, University of Pennsylvania",,4,2008,12579308404881154931,NMxIlDl6LWMC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Access to credit and firm ownership in South Africa,"GRG Clarke, R Cull",Available at SSRN,950516,4,2006,3455929775555745960,hMod-77fHWUC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank privatization,"GRG Clarke, R Cull, WL Megginson",Elsevier,,4,2005,4740836177947030138,4xDN1ZYqzskC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank Privatization In Argentina,"GRG Clarke, R Cull",Dünya Bankası,,4,2001,8880681918246408743,1lhNe0rCu4AC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,New Evidence for an Old Controversy: Scattered Landholdings and Open Fields,"R Cull, PT Hoffman, E Hughson",California Institute of Technology,,4,1992,509240490548076696,J_g5lzvAfSwC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank Lending to Small Businesses in Latin America: Does Bank Origin Matter?,"R Cull, M Peria, SM Sánchez, G Clarke",The World Bank,,3,2002,8109322876605156646,roLk4NBRz8UC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank Privatization in Argentina: A Model of Political Constraints and Differential Outcomes,"R Cull, GRG Clarke",Available at SSRN,632701,3,2001,10415484094172935344,0CzhzZyukY4C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Foreign bank entry,GRG Clarke,World Bank Publications,,3,2001,14457429646504812324,j8SEvjWlNXcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The role of gender in agent banking: Evidence from the Democratic Republic of Congo,"R Chamboko, R Cull, X Giné, S Heitmann, F Reitzug, ...",World Development,"146, 105551",2,2021,15030878696237957502,7H_MAutzIkAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank capital regulation and risk after the Global Financial Crisis,"D Anginer, AC Bertay, R Cull, A Demirgüç-Kunt, DS Mare",Journal of Financial Stability,100891,2,2021,18229321341637922059,Br1UauaknNIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank Ownership: Trends and Implications,"MMSM Peria, J Verrier, R Cull",IMF Working Papers,,2,2017,5902854318430693,3NQIlFlcGxIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Agent Banking in a Highly Under-Developed Financial Sector,"R Cull, X Gine, S Harten, AB Rusu","World Bank, Washington, DC",,2,2017,11921991640797126080,uDGL6kOW6j0C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Note d’information,"R Cull, T Ehrbeck, N Holle",,,2,2014,2975132999907861194,8d8msizDQcsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking the World: Empirical Foundations of Financial Inclusion,"A Demirgüç-Kunt, RJ Cull, J Morduch",MIT Press,,2,2013,16188835545930870817,_5tno0g5mFcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Accessing credit from banks, microfinance institutions and informal groups: What is the role of social capital","A Heikkilä, P Kalmi, OP Ruuskanen",Banking the world: Empirical foundations of financial inclusion,447-466,2,2013,7977603001049609137,NXb4pA-qfm4C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Introduction to the special issue on bank privatization,"GRG Clarke, R Cull, W Megginson",Journal of Banking & Finance,"29 (8-9), 1903-1904",2,2005,16482126330759562708,Tyk-4Ss8FVUC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Empirical studies,"GRG Clarke, R Cull, M Shirley",The Future of State-Owned Financial Institutions,,2,2004,109266562391798237,9yKSN-GCB0IC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Foreign Bank Entry-Experience, Implications for Developing Countries and Agenda for Further Research","S Sanchez, G Clarke, R Cull, MSM Peria",World Bank (PRWP),2698,2,2001,6411235345432845630,BJbdYPG6LGMC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The Political Determinants and Economic Effects of Bank Privatization in Argentina,"G Clarke, R Cull","Politics and Economics of Latin America. Nova Science Publishers, Inc …",,2,2001,10103395227769109710,ns9cj8rnVeAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The Role of Looting in Czech Privatization,"R Cull, J Matesova, M Shirley","Forthcoming Policy Research Working Paper. World Bank, Development Research …",,2,2001,6318371788221685691,GnPB-g6toBAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Provincial Bank Privatization in Argentina: The Why, How, and So What?","R Cull, G Clarke",The World Bank,,2,1999,4972935154929162290,yqoGN6RLRZoC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Dual credit markets and household access to finance: evidence from a representative Chinese household survey,"R Cull, L Gan, N Gao, LC Xu",World Bank Policy Research Working Paper,,1,2015,5623312380023495845,a3BOlSfXSfwC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Dual credit markets and household access to finance,"R Cull, L Gan, N Gao, LC Xu","World Bank, Washington, DC",,1,2015,9358862395765959232,owLR8QvbtFgC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Microfinance tradeoffs: regulation, competition, and financing","J Morduch, R Cull, A Demirguc-Kunt",The World Bank,,1,2009,7326787350484037811,dTyEYWd-f8wC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Microﬁnance Tradeoffs: Regulation, Competition, and Financing","R Cull, A Demirgiic-Kunt, J Morduch",Working Paper,"5086, World Bank Policy Research",1,2009,7439504616826284932,Ak0FvsSvgGUC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Application of a building energy performance system to assess domestic sector upgrading strategies for Scotland,"JA Clarke, C Johnstone, L McElroy, PA Strachan, S Executive",Proceedings of the World Renewable Energy Congress: Innovation in Europe …,,1,2005,7683095686065343414,JV2RwH3_ST0C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,of Privatization,"GRG Clarke, R Cull",Development Research,1,1,1998,7078782021349273137,Bg7qf7VwUHIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Un, deux, trois, quatre marchés? L'intégration du marché du capital, États-Unis et Grande-Bretagne (1865-1913)","R Cull, LE Davis","Annales. Histoire, Sciences Sociales","47 (3), 633-674",1,1992,8418456658334642146,bFI3QPDXJZMC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The Pros and Cons of Agent Banking,"S Buri, R Cull, X Giné, S Harten, S Heitmann","World Bank, Washington, DC",,0,2018,NA,bKqednn6t2AC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Bank Ownership: Trends and Implications,"M Martinez Peria, J Verrier, R Cull",International Monetary Fund,,0,2017,NA,WC9gN4BGCRcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Agent Banking in a Highly Under-Developed Financial Sector: Evidence from the Democratic Republic of Congo,"X Giné, S Harten, AB Rusu, R Cull",World Bank Policy Research Working Paper,,0,2017,NA,XvxMoLDsR5gC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Banking with Agents: Experimental Evidence from Senegal,"SB IFC, R Cull, X Giné, SH IFC",,,0,2016,NA,FPJr55Dyh1AC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The Microfinance Business Model,"R Cull, A Demirguc-Kunt, J Morduch","World Bank, Washington, DC",,0,2016,NA,L1USKYWJimsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Social Capital, Finance, and Consumption","R Cull, L Gan, N Gao, LC Xu","World Bank, Washington, DC",,0,2016,NA,7wO8s98CvbsC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Commercialization and Mission Drift,"X Jia, R Cull, P Guo, T Ma","World Bank, Washington, DC",,0,2016,NA,WHdLCjDvYFkC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Greenfield microfinance in Sub-Saharan Africa: benchmarking quality, growth, and outreach","RJ Cull, S Harten, GL Bull",The World Bank,,0,2014,NA,7BrZ7Jt4UNcC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,FOCUS NOTE,"R Cull, T Ehrbeck, N Holle",,,0,2014,NA,N5tVd3kTz84C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,DP9840 Improving Access to Banking: Evidence from Kenya,"F Allen, E Carletti, R Cull, J Qian, LW Senbet, P Valenzuela",,,0,2014,NA,VL0QpB8kHFEC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,Symposium on financial structure and development: financial structure and economic development-a reassessment,"RJ Cull, A Demirguc-Kunt, JY Lin",The World Bank,"27 (112387), 1-6",0,2013,NA,j7_hQOaDUrUC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,The World Bank economic review 27 (3),"F Borraz, N González Pampillón, M Olarreaga, A Olper, JFM Swinnen, ...",World Bank economic review,"27 (113047), 1-190",0,2013,NA,U4n9YNQMCAIC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"Comment on “Financing Development: The Case of BNDES” by Joao Carlos Ferraz, Claudio Figueiredo Coelho Leal, Felipe Silveira Marques and Marcelo Trindade Miterhof",R Cull,The Industrial Policy Revolution I,158-161,0,2013,NA,P7Ujq4OLJYoC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,SYMPOSIUM ON FINANCIAL STRUCTURE AND DEVELOPMENT,"R Cull, A Demirguç-Kunt, JY Lin, E Feyen, R Levine, F Song, A Thakor, ...",The World Bank Economic Review,27 (3),0,2013,NA,7T2F9Uy0os0C
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,"9 The Impact of International Remittances on Income, Work Efforts, Poverty, and Inequality: Evidence from Vietnam Household Living Standard Surveys","NV Cuong, M van den Berg, R Lensink",Banking the World: Empirical Foundations of Financial Inclusion,267-304,0,2012,NA,evX43VCCuoAC
154997,Robert J.,Cull,Robert J. Cull,DECFP,yiPXPJ8AAAAJ,4 How to Ask Households about Financial Services: Experimental Evidence from Ghana and Timor-Leste,"R Cull, K Scott",Banking the World: Empirical Foundations of Financial Inclusion,85,0,2012,NA,XiSMed-E-HIC
