handle,citation,dsoid,abstract_views,downloads,scraping_date
10986/19776,"Jack, William. 2000. Health Insurance Reform in Four Latin American Countries : Theory and Practice. Policy Research Working Paper;No. 2492. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19776 License: CC BY 3.0 IGO.”",20653,435.0,279.0,11/16/2021 17:45:49
10986/20358,"Cai, Yongyang; Steinbuks, Jevgenijs; Elliott, Joshua; Hertel, Thomas W.. 2014. The Effect of Climate and Technological Uncertainty in Crop Yields on the Optimal Path            of global land use. Policy Research Working Paper;No. 7009. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/20358 License: CC BY 3.0 IGO.”",23572,415.0,294.0,11/16/2021 17:45:50
10986/22187,"Dutz, Mark A.; Hayri, Aydin; Ibarra, Pablo. 2000. Regulatory Reform, Competition, and Innovation : A Case Study of the Mexican Road Freight Industry. Policy Research Working Paper;No. 2318. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22187 License: CC BY 3.0 IGO.”",26930,553.0,224.0,11/16/2021 17:45:51
10986/24523,"Coppola, Andrea; Lagerborg, Andresa; Mustafaoglu, Zafer. 2016. Estimating an Equilibrium Exchange Rate for the Argentine Peso. Policy Research Working Paper;No. 7682. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24523 License: CC BY 3.0 IGO.”",34444,556.0,269.0,11/16/2021 17:45:52
10986/24535,"Malla, Sunil; Timilsina, Govinda R.. 2016. Long-Term Energy Demand Forecasting in Romania : An End-Use Demand Modeling Approach. Policy Research Working Paper;No. 7697. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24535 License: CC BY 3.0 IGO.”",34459,556.0,233.0,11/16/2021 17:45:54
10986/26238,"Fuchs, Alan; Meneses, Francisco. 2017. Are Tobacco Taxes Really Regressive? : Evidence from Chile. Policy Research Working Paper;No. 7988. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/26238 License: CC BY 3.0 IGO.”",40209,595.0,234.0,11/16/2021 17:45:55
10986/27285,"Patankar, Archana. 2017. Colombo : Exposure, Vulnerability, and Ability to Respond to Floods. Policy Research Working Paper;No. 8084. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/27285 License: CC BY 3.0 IGO.”",43060,581.0,264.0,11/16/2021 17:45:56
10986/29845,"Bold, Tessa; Molina, Ezequiel; Safir, Abla. 2018. Clientelism in the Public Sector : Why Public Service Reforms Fail and What to Do about It. Policy Research Working Paper;No. 8439. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29845 License: CC BY 3.0 IGO.”",54366,503.0,239.0,11/16/2021 17:45:57
10986/30423,"Mattoo, Aaditya. 2018. Services Globalization in an Age            of Insecurity : Rethinking Trade Cooperation. Policy Research Working Paper;No. 8579. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30423 License: CC BY 3.0 IGO.”",56122,475.0,236.0,11/16/2021 17:45:58
10986/30930,"Bussolo, Maurizio; Krolage, Carla; Makovec, Mattia; Peichl, Andreas; Stockli, Marc; Torre, Ivan; Wittneben, Christian. 2018. Vertical and Horizontal Redistribution : The Cases of Western and Eastern Europe. Policy Research Working Paper;No. 8657. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30930 License: CC BY 3.0 IGO.”",57436,727.0,272.0,11/16/2021 17:45:59
10986/31308,"Nicholls, Robert J.; Hinkel, Jochen; Lincke, Daniel; van der Pol, Thomas. 2019. Global Investment Costs for Coastal Defense through the 21st Century. Policy Research Working Paper;No. 8745. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31308 License: CC BY 3.0 IGO.”",58107,615.0,257.0,11/16/2021 17:46:00
10986/31749,"Christiaensen, Luc; Gonzalez, Alvaro; Robalino, David. 2019. Migration and Jobs : Issues for the 21st Century. Policy Research Working Paper;No. 8867. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31749 License: CC BY 3.0 IGO.”",59184,608.0,228.0,11/16/2021 17:46:01
10986/32296,"Ramalho, Rita; Saltane, Valentina. 2019. Does Media Stimulate Reform Efforts?. Policy Research Working Paper;No. 8984. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32296 License: CC BY 3.0 IGO.”",60830,378.0,243.0,11/16/2021 17:46:03
10986/32425,"Tsiropoulos, Vasileios. 2019. Eurobonds : A Quantitative Analysis of Joint-Liability Debt. Policy Research Working Paper;No. 9017. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/32425 License: CC BY 3.0 IGO.”",61213,610.0,251.0,11/16/2021 17:46:04
10986/33017,"Amin, Mohammad; Islam, Asif; Khalid, Usman. 2019. Decomposing the Labor Productivity Gap between Upper-Middle-Income and High-Income Countries. Policy Research Working Paper;No. 9073. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33017 License: CC BY 3.0 IGO.”",62984,622.0,250.0,11/16/2021 17:46:05
10986/33442,"Perez-Sebastian, Fidel; Steinbuks, Jevgenijs; Feres, Jose; Trotter, Ian. 2020. Electricity Access and Structural Transformation : Evidence from Brazil's Electrification. Policy Research Working Paper;No. 9182. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33442 License: CC BY 3.0 IGO.”",64274,446.0,271.0,11/16/2021 17:46:06
10986/34483,"Grover, Arti; Karplus, Valerie J.. 2020. The Energy-Management Nexus in Firms : Which Practices Matter, How Much and for Whom?. Policy Research Working Paper;No. 9397. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34483 License: CC BY 3.0 IGO.”",67748,505.0,258.0,11/16/2021 17:46:07
10986/35034,"Deininger, Klaus; Xia, Fang; Kilic, Talip; Moylan, Heather. 2021. Investment Impacts of Gendered Land Rights in Customary Tenure Systems : Substantive and Methodological Insights from Malawi. Policy Research Working Paper;No. 9520. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35034 License: CC BY 3.0 IGO.”",69425,568.0,246.0,11/16/2021 17:46:09
10986/3617,"Echevin, Damien. 2011. Livelihoods and the Allocation of Emergency Assistance after the Haiti Earthquake. Policy Research working paper ; no. WPS 5851. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3617 License: CC BY 3.0 IGO.”",3489,551.0,534.0,11/16/2021 17:46:10
10986/4344,"Agénor, P.-R.; Alper, K.; Pereira da Silva, L.. 2009. Capital Requirements and Business Cycles with Credit Market Imperfections. Policy Research working paper ; no. WPS 5151. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4344 License: CC BY 3.0 IGO.”",4216,469.0,288.0,11/16/2021 17:46:12
10986/7143,"Larson, Donald F.; Breustedt, Gunnar. 2007. Will Markets Direct Investments under the Kyoto Protocol?. Policy Research Working Paper; No. 4131. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7143 License: CC BY 3.0 IGO.”",7012,370.0,310.0,11/16/2021 17:46:13
10986/7164,"Dömeland, Dörte. 2007. Trade and Human Capital Accumulation : Evidence from U.S. Immigrants. Policy Research Working Paper; No. 4144. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7164 License: CC BY 3.0 IGO.”",7025,561.0,303.0,11/16/2021 17:46:14
10986/14797,"Scott, David. 2002. A Practical Guide to Managing            Systemic Financial Crises : A Review of Approaches Taken in            Indonesia, The Republic of Korea, and Thailand. Policy Research Working Paper;No.2843. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14797 License: CC BY 3.0 IGO.”",16093,412.0,252.0,11/16/2021 17:46:15
10986/16039,"Ghani, Ejaz; O'Connell, Stephen D.; Sharma, Gunjan. 2013. Friend or Foe or Family? A Tale of Formal and Informal Plants in India. Policy Research Working Paper;No. 6588. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16039 License: CC BY 3.0 IGO.”",16875,564.0,322.0,11/16/2021 17:46:17
10986/19258,"Artemiev, Igor; Haney, Michael. 2002. The Privatization of the Russian            Coal Industry : Policies and Processes in the Transformation            of a Major Industry. Policy Research Working Paper;No. 2820. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19258 License: CC BY 3.0 IGO.”",20357,486.0,243.0,11/16/2021 17:46:18
10986/19439,"Shankar, Raja; Shah, Anwar. 2001. Bridging the Economic Divide within Nations : A Scorecard on the Performance of Regional Development Policies in Reducing Regional Income Disparities. Policy Research Working Paper;No. 2717. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19439 License: CC BY 3.0 IGO.”",20408,532.0,276.0,11/16/2021 17:46:20
10986/19832,"Dailami, Monsoor. 2000. Financial Openness, Democracy, and Redistributive Policy. Policy Research Working Paper;No. 2372. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19832 License: CC BY 3.0 IGO.”",21226,637.0,285.0,11/16/2021 17:46:21
10986/21403,"Honohan, Patrick; Lane, Philip R.. 2000. Will the Euro Trigger More Monetary Unions in Africa?. Policy Research Working Paper;No. 2393. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/21403 License: CC BY 3.0 IGO.”",25637,350.0,224.0,11/16/2021 17:46:22
10986/22232,"Loladze, Tamar. 2015. Hybrid Issuance Regimes for Corporate Bonds in Emerging Market Countries : Analysis, Impact and Policy Choices. Policy Research Working Paper;No. 7351. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22232 License: CC BY 3.0 IGO.”",27394,530.0,254.0,11/16/2021 17:46:23
10986/23624,"Emran, M. Shahe; Shilpi, Forhad. 2015. Land Market Restrictions, Women's Labor Force Participation, and Wages in a Rural Economy. Policy Research Working Paper;No. 7524. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23624 License: CC BY 3.0 IGO.”",30859,469.0,250.0,11/16/2021 17:46:25
10986/23930,"Davies, Ronald B.; Lamla, Michael J.; Schiffbauer, Marc. 2016. Learning or Leaning : Persistent and Transitory Growth Spillovers from FDI. Policy Research Working Paper;No. 7591. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23930 License: CC BY 3.0 IGO.”",32169,519.0,221.0,11/16/2021 17:46:26
10986/26473,"Rosas, Nina; Acevedo, Maria Cecilia; Zaldivar, Samantha. 2017. They Got Mad Skills : The Effects of Training on Youth Employability and Resilience to the Ebola Shock. Policy Research Working Paper;No. 8036. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/26473 License: CC BY 3.0 IGO.”",41313,648.0,258.0,11/16/2021 17:46:27
10986/29950,"Dadush, Uri. 2018. The Economic Effects of Refugee Return and Policy Implications. Policy Research Working Paper;No. 8497. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29950 License: CC BY 3.0 IGO.”",54738,632.0,240.0,11/16/2021 17:46:29
10986/31170,"Duque, Juan C.; Lozano-Gracia, Nancy; Patino, Jorge E.; Restrepo, Paula; Velasquez, Wilson A.. 2019. Spatio-Temporal Dynamics of Urban Growth in Latin American Cities : An Analysis Using Nighttime Lights Imagery. Policy Research Working Paper;No. 8702. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/31170 License: CC BY 3.0 IGO.”",57858,355.0,238.0,11/16/2021 17:46:30
10986/3265,"Mukim, Megha. 2012. Geography and Exporting Behavior : Evidence from India. Policy Research working paper ; no. WPS 5979. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3265 License: CC BY 3.0 IGO.”",3137,518.0,354.0,11/16/2021 17:46:31
10986/33015,"Artuc, Erhan; Porto, Guido; Rijkers, Bob. 2019. Household Impacts of Tariffs : Data and Results from Agricultural Trade Protection. Policy Research Working Paper;No. 9045. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33015 License: CC BY 3.0 IGO.”",62987,553.0,270.0,11/16/2021 17:46:32
10986/33231,"Garcia Moreno, Vicente; Patrinos, Harry Anthony. 2020. Returns to Education in Azerbaijan : Some New Estimates. Policy Research Working Paper;No. 9117. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33231 License: CC BY 3.0 IGO.”",63449,368.0,281.0,11/16/2021 17:46:35
10986/3841,"Brown, Casey; Meeks, Robyn; Ghile, Yonas; Hunu, Kenneth. 2010. An Empirical Analysis of the Effects of Climate Variables on National Level Economic Growth. Policy Research working paper ; no. WPS 5357. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3841 License: CC BY 3.0 IGO.”",3713,423.0,336.0,11/16/2021 17:46:36
10986/6022,"Knack, Stephen. 2012. When Do Donors Trust Recipient            Country Systems?. Policy Research Working Paper ; No. 6019. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6022 License: CC BY 3.0 IGO.”",5871,579.0,325.0,11/16/2021 17:46:37
10986/6301,"de Hoyos, Rafael E.; Bussolo, Maurizio; Núñez, Oscar. 2008. Can Maquila Booms Reduce Poverty? Evidence from Honduras. Policy Research Working Paper; No. 4789. Washington, DC:  World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/6301 License: CC BY 3.0 IGO.”",6651,532.0,319.0,11/16/2021 17:46:39
10986/8228,"Suescún, Rodrigo. 2005. Fiscal Space for Investment in Infrastructure in Colombia. Policy Research Working Paper; No. 3629. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8228 License: CC BY 3.0 IGO.”",9062,443.0,326.0,11/16/2021 17:46:40
10986/8520,"Robilliard, Anne-Sophie; Robinson, Sherman. 2005. The Social Impact of a WTO Agreement in Indonesia. Policy Research Working Paper; No. 3747. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8520 License: CC BY 3.0 IGO.”",9184,497.0,264.0,11/16/2021 17:46:42
10986/9348,"Gibson, John; McKenzie, David; Zia, Bilal. 2012. The Impact of Financial Literacy Training for Migrants. Policy Research Working Paper; No. 6073. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9348 License: CC BY 3.0 IGO.”",9524,589.0,396.0,11/16/2021 17:46:42
10986/14303,"Deininger, Klaus; Mpuga, Paul. 2004. Economic and Welfare Effects of            the Abolition of Health User Fees: Evidence from Uganda. Policy Research Working Paper;No.3276. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14303 License: CC BY 3.0 IGO.”",16181,387.0,277.0,11/16/2021 17:46:44
10986/18036,"Ranaweera, Thilak. 2003. Alternative Paths to Structural Adjustment in Uzbekistan in a Three-Gap Framework. Policy Research Working Paper;No. 3145. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18036 License: CC BY 3.0 IGO.”",19891,442.0,337.0,11/16/2021 17:46:45
10986/19353,"Eden, Maya; Nguyen, Ha. 2014. Inflation and Indivisible Investment in Developing Economies. Policy Research Working Paper;No. 6972. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19353 License: CC BY 3.0 IGO.”",22763,532.0,246.0,11/16/2021 17:46:46
10986/19851,"Mehrez, Gil; Kaufmann, Daniel. 2000. Transparency, Liberalization, and Banking Crisis. Policy Research Working Paper;No. 2286. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19851 License: CC BY 3.0 IGO.”",21470,390.0,246.0,11/16/2021 17:46:47
10986/22175,"Palacios-Lopez, Amparo; López, Ramón. 2015. Market Imperfections Exacerbate the Gender Gap : The Case of Malawi. Policy Research Working Paper;No. 7300. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22175 License: CC BY 3.0 IGO.”",27343,481.0,275.0,11/16/2021 17:46:49
10986/22461,"Kırdar, Murat G.; Dayıoğlu, Meltem; Koç, İsmet. 2015. Does Longer Compulsory Education Equalize Schooling by Gender and Rural/Urban Residence?. Policy Research Working Paper;No. 7377. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/22461 License: CC BY 3.0 IGO.”",27712,453.0,242.0,11/16/2021 17:46:49
10986/24625,"Fernandes, Ana M.; Hillberry, Russell; Berg, Claudia. 2016. Expediting Trade : Impact Evaluation of an In-House Clearance Program. Policy Research Working Paper;No. 7708. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24625 License: CC BY 3.0 IGO.”",34610,585.0,236.0,11/16/2021 17:46:51
10986/25677,"Islam, Roumeen. 2016. Growth Recovery in Southern Europe : A Dozen Lessons, Old and New. Policy Research Working Paper;No. 7877. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25677 License: CC BY 3.0 IGO.”",38024,434.0,267.0,11/16/2021 17:46:52
10986/28361,"Giambattista, Eric; Pennings, Steven. 2017. When is the Government Transfer Multiplier Large?. Policy Research Working Paper;No. 8184. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/28361 License: CC BY 3.0 IGO.”",44745,575.0,236.0,11/16/2021 17:46:54
10986/29711,"Rodriguez-Chamussy, Lourdes; Sinha, Nistha; Atencio, Andrea. 2018. The Economics of the Gender Wage Gap in Armenia. Policy Research Working Paper;No. 8409. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29711 License: CC BY 3.0 IGO.”",53810,472.0,228.0,11/16/2021 17:46:55
10986/30232,"Martins, Marco A.C.; Thompson Araujo, Jorge. 2018. Import Substitution with Labor Misallocation. Policy Research Working Paper;No. 8542. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30232 License: CC BY 3.0 IGO.”",55456,504.0,227.0,11/16/2021 17:46:57
10986/3296,"de la Torre, Augusto; Ize, Alain. 2011. Containing Systemic Risk : Paradigm-Based Perspectives on Regulatory Reform. Policy Research working paper ; no. WPS 5523. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3296 License: CC BY 3.0 IGO.”",3168,411.0,307.0,11/16/2021 17:46:59
10986/34594,"Krafft, Caroline; Assaad, Ragui; Rahman, Khandker Wahedur; Cumanzala, Maakwe. 2020. How Do Small Formal and Informal Firms in the Arab Republic of Egypt Compare?. Policy Research Working Paper;No. 9423. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34594 License: CC BY 3.0 IGO.”",68045,530.0,234.0,11/16/2021 17:47:00
10986/35025,"Khamis, Melanie; Prinz, Daniel; Newhouse, David; Palacios-Lopez, Amparo; Pape, Utz; Weber, Michael. 2021. The Early Labor Market Impacts of COVID-19 in Developing Countries : Evidence from High-Frequency Phone Surveys. Policy Research Working Paper;No. 9510. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35025 License: CC BY 3.0 IGO.”",69415,531.0,284.0,11/16/2021 17:47:01
10986/35523,"Mercer-Blackman, Valerie; Xiang, Wei; Khan, Fahad. 2021. Understanding FDI Spillovers in the Presence of GVCs. Policy Research Working Paper;No. 9645. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35523 License: CC BY 3.0 IGO.”",71075,465.0,285.0,11/16/2021 17:47:02
10986/4077,"Amin, Mohammad; Djankov, Simeon. 2009. Natural Resources and Reforms. Policy Research working paper ; no. WPS 4882. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4077 License: CC BY 3.0 IGO.”",3949,505.0,474.0,11/16/2021 17:47:04
10986/6029,"Barr, Abigail; Packard, Truman; Serra, Danila. 2012. Participatory Accountability and            Collective Action : Evidence from Field Experiments in            Albanian Schools. Policy Research Working Paper ; No. 6027; Impact Evaluation Series ; No. 55. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6029 License: CC BY 3.0 IGO.”",5878,881.0,390.0,11/16/2021 17:47:05
10986/6456,"Gauthier, Bernard; Wane, Waly. 2008. Bypassing Health Providers : The Quest for Better Price and Quality of Health Care in Chad. Policy Research Working Paper; No. 4462. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6456 License: CC BY 3.0 IGO.”",6680,554.0,293.0,11/16/2021 17:47:06
10986/7584,"Masson, Paul R.. 2007. The Growing Role of the Euro in Emerging Market Finance. Policy Research Working Paper; No. 4381. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7584 License: CC BY 3.0 IGO.”",7260,610.0,349.0,11/16/2021 17:47:08
10986/7652,"Iimi, Atsushi; Smith, James Wilson. 2007. What is Missing Between Agricultural Growth and Infrastructure Development? Cases of Coffee and Dairy in Africa. Policy Research Working Paper; No. 4411. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7652 License: CC BY 3.0 IGO.”",7290,623.0,382.0,11/16/2021 17:47:09
10986/8729,"Bosch, Mariano; Maloney, William. 2006. Gross Worker Flows in the Presence of Informal Labor Markets : The Mexican Experience 1987-2002. Policy Research Working Paper; No. 3883. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8729 License: CC BY 3.0 IGO.”",8687,486.0,277.0,11/16/2021 17:47:10
10986/8969,"Wagstaff, Adam. 2005. Decomposing Changes in Income Inequality into Vertical and Horizontal Redistribution and Reranking, with Applications to China and Vietnam. Policy Research Working Paper; No. 3559. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8969 License: CC BY 3.0 IGO.”",8998,622.0,428.0,11/16/2021 17:47:11
10986/9266,"Ersado, Lire. 2006. Rural Vulnerability in Serbia. Policy Research Working Paper; No. 4010. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9266 License: CC BY 3.0 IGO.”",8811,503.0,272.0,11/16/2021 17:47:12
10986/12111,"Pitt, Mark M.; Khandker, Shahidur R.. 2012. Replicating Replication : Due Diligence in Roodman and Morduch’s Replication of Pitt and Khandker (1998). Policy Research Working Paper; No. 6273. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12111 License: CC BY 3.0 IGO.”",12245,610.0,441.0,11/16/2021 17:47:13
10986/14840,"Vittas, Dimitri. 2002. Policies to Promote Saving for            Retirement : A Synthetic Overview. Policy Research Working Paper;No.2801. World Bank, Washington, D.C.. © World Bank. https://openknowledge.worldbank.org/handle/10986/14840 License: CC BY 3.0 IGO.”",16050,476.0,257.0,11/16/2021 17:47:14
10986/15564,"Knack, Stephen. 2013. Building or Bypassing Recipient Country Systems : Are Donors Defying the Paris Declaration?. Policy Research Working Paper;No. 6423. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15564 License: CC BY 3.0 IGO.”",15942,428.0,263.0,11/16/2021 17:47:16
10986/15756,"Barr, Abigail; Packard, Truman. 2002. Revealed Preference and Self-Insurance : Can We Learn from the Self-Employed in Chile?. Policy Research Working Paper;No. 2754. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/15756 License: CC BY 3.0 IGO.”",16021,492.0,290.0,11/16/2021 17:47:17
10986/19349,"Du Caju, Philip; Kosma, Theodora; Lawless, Martina; Messina, Julian; Room, Tairi. 2014. Why Firms Avoid Cutting Wages : Survey Evidence from European Firms. Policy Research Working Paper;No. 6976. World Bank Group, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19349 License: CC BY 3.0 IGO.”",22767,414.0,291.0,11/16/2021 17:47:18
10986/19755,"Eskeland, Gunnar S.. 2000. Environmental Protection and Optimal Taxation. Policy Research Working Paper;No. 2510. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/19755 License: CC BY 3.0 IGO.”",20635,487.0,254.0,11/16/2021 17:47:19
10986/24533,"Levine, Paul; Melina, Giovanni; Onder, Harun. 2016. Non-Renewable Resources, Fiscal Rules, and Human Capital. Policy Research Working Paper;No. 7695. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/24533 License: CC BY 3.0 IGO.”",34457,528.0,236.0,11/16/2021 17:47:20
10986/25702,"Albinowski, Maciej; Hagemejer, Jan; Lovo, Stefania; Varela, Gonzalo. 2016. The Role of Exchange Rate and Non-Exchange Rate Related Factors in Polish Firms' Export Performance. Policy Research Working Paper;No. 7899. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/25702 License: CC BY 3.0 IGO.”",38046,553.0,254.0,11/16/2021 17:47:22
10986/29560,"Hill, Ruth Vargas; Tsehaye, Eyasu. 2018. Growth, Safety Nets and Poverty : Assessing Progress in Ethiopia from 1996 to 2011. Policy Research Working Paper;No. 8380. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/29560 License: CC BY 3.0 IGO.”",53574,406.0,228.0,11/16/2021 17:47:23
10986/30241,"Díaz, Juan José; Chacaltana, Juan; Rigolini, Jamele; Ruiz, Claudia. 2018. Pathways to Formalization : Going Beyond the Formality Dichotomy -- The Case of Peru. Policy Research Working Paper;No. 8551. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/30241 License: CC BY 3.0 IGO.”",55465,578.0,255.0,11/16/2021 17:47:24
10986/3283,"Bidani, Benu; Diagne, Mame Fatou; Zaidi, Salman. 2012. Subjective Perceptions of the Impact of the Global Economic Crisis in Europe and Central Asia : The Household Perspective. Policy Research working paper ; no. WPS 5995. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3283 License: CC BY 3.0 IGO.”",3155,571.0,351.0,11/16/2021 17:47:26
10986/33060,"de Soyres, Francois; Gaillard, Alexandre. 2019. Trade, Global Value Chains and GDP Co-Movement : An Empirical Investigation. Policy Research Working Paper;No. 9091. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/33060 License: CC BY 3.0 IGO.”",63061,491.0,227.0,11/16/2021 17:47:27
10986/34257,"Sinha, Rishabh. 2020. Crop Yield Convergence across Districts in India's Poorest State. Policy Research Working Paper;9339. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/34257 License: CC BY 3.0 IGO.”",67087,438.0,226.0,11/16/2021 17:47:28
10986/3440,"Laborde, David; Martin, Will; van der Mensbrugghe, Dominique. 2011. Implications of the Doha Market Access Proposals for Developing Countries. Policy Research working paper ; no. WPS 5679. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3440 License: CC BY 3.0 IGO.”",3312,432.0,633.0,11/16/2021 17:47:30
10986/35182,"Bakhtiar, M. Mehrab; Bastian, Gautam; Goldstein, Markus. 2021. Business Training and Mentoring : Experimental Evidence from Women-Owned Microenterprises in Ethiopia. Policy Research Working Paper;No. 9552. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/35182 License: CC BY 3.0 IGO.”",69888,369.0,251.0,11/16/2021 17:47:31
10986/4039,"Farchy, Emily. 2009. The Impact of EU Accession on Human Capital : Formation - Can Migration Fuel a Brain Gain?. Policy Research working paper ; no. WPS 4845. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4039 License: CC BY 3.0 IGO.”",3911,431.0,318.0,11/16/2021 17:47:32
10986/7595,"Bayraktar, Nihal; Moreira, Emmanuel Pinto. 2007. The Composition of Public Expenditure and Growth : A Small-Scale Intertemporal Model for Low-Income Countries. Policy Research Working Paper; No. 4430. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/7595 License: CC BY 3.0 IGO.”",7309,955.0,306.0,11/16/2021 17:47:34
